Geneid	D-1
SCARB1	2061
COMMD1	436
ZNF468	34
ERG	3
ZNF583	41
EHMT1	876
CSTF1	448
ARHGEF3	310
GPR151	1
DND1	243
POTED	0
SFI1	424
HMGXB4	956
RRM1	2324
LRP1-AS	1
MIR1228	0
GLYCTK	357
CYP2R1	325
FYCO1	237
UHRF1	1875
IKZF5	321
MIR6869	0
PRMT6	399
FOXL2	0
KYNU	31
ST14	0
G6PC	2
GART	2329
FRAT2	1292
ELL2	60
ZNF107	244
CTLA4	0
CALCOCO2	1068
JAM2	7
MRPL20	2095
KCNRG	18
OTOGL	0
CALCA	0
ZFYVE19	551
LRRC37A2	10
SSBP1	3844
FDXR	665
FDX1	816
ERBIN	818
SMTNL1	12
TNPO2	1201
PKN2	348
MIR6758	2
HTATSF1P2	48
DPY19L2	0
SOHLH2	3
CLASRP	1331
DCTN2	1192
RFC2	2309
SLC9B1	4
ETNPPL	0
EPN2	0
LOC101927583	0
FAM71E1	8
NAA50	4936
IL26	0
KCTD4	1
MMD2	0
GYPA	0
PSMA8	0
MIR6759	0
AHRR	68
ABHD5	226
PTGFR	4
PTGER4	654
LOC283387	0
EXOSC7	2098
KDM2A	939
HNRNPH2	1
LINC02403	0
LINC02388	0
LOC100506869	5
PLPPR1	0
ADAMTS1	0
DBI	4153
ADAMTS12	1
INTS10	1615
PRR11	2998
MYLPF	6
MIR6125	0
BSN	41
ERLEC1	688
HTR1F	0
TIGD1	109
ATPAF2	229
YWHAZ	10745
IL27	1
GSX1	0
SCGB1C1	0
MRPL35	1197
OSBPL5	331
LINC01465	2
FLVCR1-DT	99
POLE3	2077
RXYLT1-AS1	0
C12orf66	124
HAGHL	1351
TEF	262
TSTD3	74
FPR3	0
FPR1	2
MIR548Z	0
SATL1	0
TBC1D30	29
LINC02389	0
LINC02231	0
SSH2	421
CKLF	59
KRTAP22-1	0
LOC105369187	0
CPLX4	0
LINC02454	1
RPSAP52	4
CEP128	110
MIR6074	0
LINC02425	0
LLPH-DT	44
TMBIM4	1259
ULK3	1210
MIR6502	0
RABGAP1L-DT	3
LINC02712	0
OR5M11	0
LINC02790	0
LINC02762	53
IGFL4	2
TINAG	0
SPATA13	254
LOC102724421	0
LINC02420	0
LINC02408	0
CEP295NL	0
LINC02421	1
LINC01479	0
MIER2	252
LINC02384	0
SLC23A3	3
SNORA70G	0
LOC100507250	22
FOXD1	172
VEGFD	2
PAGE1	1
RPS12	20541
PEMT	443
VPS54	416
MIR500A	0
MIR499A	0
LOC100130075	1
LONRF3	74
CYB5D1	91
ADA2	301
GTSF1	1153
SLCO2B1	0
MIR1279	0
SNORA113	0
MIR3913-1	0
MIR3913-2	0
SH2D1B	0
DACH2	0
LOC101928002	0
AARS1	2898
BTBD2	2025
CTAG1A	0
CLEC17A	0
MUSTN1	11
RFC5	1142
VDAC2	1796
STEAP4	7
WASH2P	233
SCARNA9L	5
PRDM16-DT	0
CSN1S2AP	0
WASH3P	237
VPS11	592
OSBPL8	1310
POLA2	1419
ATG7	429
MT2A	5245
MRS2P2	18
TRHDE-AS1	0
LINC02444	0
LOC100507377	1
RBM44	13
TMEM14B	912
ANKRD7	0
LOC100130268	0
GFPT2	0
NT5C3A	344
HCP5	0
CSPG5	1
CCDC65	10
INPP5A	431
TAL1	27
RGS4	0
HSD17B12	204
LNCOG	0
STARD3NL	1141
INSL4	0
MFAP2	0
RIMS3	148
DYNC1I1	68
DOCK4	50
LINC02424	0
FAM160A1	1
MIR1252	0
CYP2D7	21
TSGA10	54
ZNF556	1
PPP1R12A-AS1	0
ZNF250	219
LSM6	694
MTERF1	95
RNF113A	606
CDON	89
LINC01490	0
MIR617	0
LRATD1	0
PTP4A3	187
C1orf167-AS1	0
MIR4699	0
MPHOSPH9	357
RMND5A	1501
BORCS5	101
HPSE2	0
HNRNPDL	7725
IL1RL1	0
NLK	410
PCNX4	429
SORCS3	1
LRIG1	14
SGCZ	19
PPFIA2-AS1	0
LINC02426	0
CCDC59	951
ADORA2B	1
ADORA1	0
ADH7	0
ZNF880	0
SMIM20	414
GNA14	1
CXorf21	347
LOC105369879	0
LINC02258	0
MKRN9P	6
SART3	1286
MUC2	1
ACAD9	1217
SLC2A1	557
LINC02458	1
TONSL-AS1	22
POC1B-AS1	10
ACY1	28
ABAT	43
RPL9	1828
TGFB1	4439
SELL	103
CR1	1
JPH4	7
ATP2B1-AS1	18
LINC02399	0
LINC02392	0
LINC00615	0
NEFH	3
MMP8	0
SLC23A2	527
PTGER3	1
LOC101928617	19
VPS37D	9
HNRNPL	15234
LINC02397	0
GAB1	97
EXT2	206
ST20	105
LOC643339	1
LINC02412	0
HHATL	0
NUDT4P2	0
DEDD2	773
CLEC7A	3
SOCS2-AS1	19
MTCH2	2106
PRH1-TAS2R14	5
CRADD	207
LOC101928731	2
LOC105369911	1
PRKG2	0
KLHL5	1429
ZSWIM6	96
TJP1	0
ACACB	165
CEP83-DT	9
MIR5700	0
MIR7844	0
KRT19P2	0
SCUBE2	0
TNPO1	1904
CABCOCO1	0
TTC21A	6
KPNA5	327
GTF2A2	2588
SHE	8
SHISAL2A	0
MIR3685	4
SPATA2	88
PVR	613
ERVW-1	0
PPP5D1	42
MIR654	0
MIR653	0
MIR652	0
MIR647	8
GDF7	11
MIR645	0
MIR642A	0
TXNL4A	3506
CREB1	572
PGAM1P5	0
UCK1	682
OR14J1	0
LOC105369921	0
LINC02410	0
ZNF616	97
EXOC3L1	10
TRPC3	0
IPCEF1	290
EPOP	1184
AP1M1	1843
TRG-AS1	258
SEM1	4554
LNCOC1	1
MROCKI	212
PPOX	135
TMEM135	408
ZNF596	5
CFAP54	0
SCN2A	0
ZNF697	25
PID1	1
MIR1251	0
LOC643711	0
MIR4495	0
MIR4303	0
SLC9A7P1	0
LINC02453	8
CXCL11	3
SNORA53	11
JMJD8	273
CORO2B	1
ADGRL1	2090
RAET1G	3
SOX2	0
TMEM115	524
SDF2	440
CD320	1988
SCN3A	0
MTIF2	845
GSTT2B	0
PRAG1	436
TRDMT1	208
NRG3	0
CFAP69	0
CLDN12	91
FAM133B	291
ADCY5	5
ARID5A	427
ADIPOR1	962
C2CD2L	425
MRPS21	738
TMEM121B	376
KCNA7	0
CDC26	191
PCDHGA3	0
CACNG8	0
AGPAT4	130
DAPP1	87
ETHE1	2134
LOC101928937	0
ERVV-1	0
RNF165	299
SDAD1	553
GOLGA2P5	59
MIR1827	0
SCYL2	586
PRELID2	1
HMGCLL1	0
ARMC5	281
TUBE1	428
HAS2	1
MIR3194	0
MIR3127	0
MIR3120	0
HIPK1	636
LINC01118	0
RMRP	676
SNHG8	1493
USP10	2928
ERF	964
PRPF8	3857
SPANXD	0
PRR20B	0
CBX5	2589
FUT8	280
DEFB106A	0
SHISA6	0
SLAMF6	4
STXBP1	392
MIGA2	403
NUDCD2	1255
PTPRQ	0
MDC1	0
EME2	27
CC2D2A	27
TXNDC16	148
OR4C6	0
OR2T10	0
GJB5	0
IFNAR2	758
BRI3BP	1376
CBLN4	0
CST9L	2
HSPB1	10332
IL3RA	0
LINC00485	0
SAT2	361
SLC2A8	0
LOC101929058	0
VAMP4	124
TUFT1	9
GNL3	3246
LOC105369945	0
LINC02401	0
TTC41P	5
MIR3652	0
IDI1	3968
LRIT2	0
TMCO5A	0
E2F2	931
SLC12A4	201
GRK6	1779
FAXDC2	2
PRAC1	0
MIR3922	0
FUNDC1	240
ARHGEF15	0
LOC414300	3
PDE4A	8
UPP2	0
KCNK16	0
GALNT4	1
RPS5	22982
RPS6	58711
NPY2R	1
MAOB	0
KCCAT198	0
CASC18	1
BHLHE40	315
BLZF1	120
PIR	38
SLC27A2	282
ZER1	252
LOC100287944	0
CENPS	80
CCDC137	603
LOC100505978	1
CASC1	1
ZNF839	250
PVALB	0
RASL12	0
MINDY2	279
LARGE2	1
SCRN3	97
FAM184A	0
HAUS3	390
PSMD2	8693
IGFBP1	0
IQGAP1	2740
JRKL	192
CABIN1	1346
MTERF2	57
GPSM1	0
TULP4	202
DALRD3	162
ZNF224	69
FAM177A1	150
ARMC4	34
LOC101929162	1
LOC728739	4
LOC102723655	0
LINC01498	0
LOC102723713	0
SMIM28	0
WDR5	1818
APOA5	0
RMDN1	531
SNX20	270
MIR619	0
TRPV4	1
USP30-AS1	0
DNASE1L1	207
ALKBH2	570
GAPDH	80108
DHRS2	5
GIN1	151
ARHGEF11	90
LINC01486	0
ZNF844	10
TRIM64	0
SLC2A9	87
TCOF1	2492
MIRLET7F2	0
MIR769	0
AP1S3	37
SH3BP5L	541
FAM222A-AS1	1
SPTBN1	825
MCUB	178
FRMD8	613
FAM53B	951
C12orf76	172
ZSWIM4	139
C9orf116	4
AMN1	68
EDN2	0
MIR211	0
MIR204	0
C22orf34	252
ZNF75D	144
CARF	59
LMAN1	1973
KIAA0232	595
MMP19	3
GPN3	1303
CD247	0
VPS29	2018
FAM238C	2
DXO	0
MET	0
GNA15	1239
PHGDH	9360
ARL13B	317
LAMB1	8
RGMB	1
C7orf33	0
GALNTL5	0
ZBTB49	67
LINC01405	2
LOC105369980	2
MIR6760	0
PATZ1	264
EIF5	2809
IL10	0
IFNA13	0
CEACAM7	0
CALM1	4039
ZFP36L2	3708
DDX59-AS1	22
NCMAP-DT	0
CIAO2A	3899
ATXN2-AS	14
KPNA4	1919
PLEKHF2	616
NEIL1	295
PPP1R3B	87
ARHGAP10	0
MIR6761	0
P2RY12	11
ARV1	546
TMEM116	79
IDH2	6275
MIR3657	0
MIR6861	0
KAT7	881
GET1	313
PSTK	101
CHST10	363
LHX3	2
LIPE	11
MIR1302-1	0
USP33	765
REXO4	815
ZKSCAN5	221
TNRC6A	446
CHD2	895
CUL2	765
TAFA5	1
C1QB	0
RAPGEF6	361
CDH7	0
MIR7106	0
FKBP5	1430
NR4A1	63
ASB3	27
SH3PXD2A	663
ACTR3C	5
TPCN1	304
MIR6762	0
GLRA3	0
DEFA1B	0
TTC23	17
PRR4	2
MANSC1	42
THRAP3	3539
TDRD7	274
LHX5-AS1	0
LINC01234	0
LINC01638	0
NKTR	1124
MEGF6	4
LINC02459	0
RBP4	1
RBM3	7657
TBX5-AS1	0
WNT2B	19
NEDD1	564
MIR620	0
MIR4472-2	0
LINC00173	60
NSD1	569
FAM170A	0
LOC100506551	3
ZNF225	62
CCDC70	0
TESC-AS1	4
NOL3	116
ABCB6	42
LEPR	186
NPIPB15	33
MRPL28	1623
PTK7	1
MIR1266	0
PRKCA-AS1	0
PDZD7	142
RPS6KA4	1402
GRHL3	2
PDE6B	4
FMO2	0
CHRND	1
FIBCD1	43
ZBTB37	74
FBXO7	1750
LINC02423	0
LINC02439	0
LOC105370024	0
LINC00934	0
ZMAT2	1824
CCDC13	40
FAM236B	0
CNTNAP5	0
ARHGEF4	0
MIR4498	0
EFNB3	0
NPTX1	0
LOXL1	1
FBRSL1	1803
ZNF276	147
RNU4-2	409
RNU4-1	381
NRAV	29
STC1	1
VEGFB	508
NAT8	2
E2F5	150
ANKRD52	581
SIK3	267
MIR4700	0
PPM1A	513
XLOC_009911	0
GLUL	3102
PRR5	231
NME1-NME2	18
MIR6743	0
MIR6124	0
CBLN1	0
BCL2L10	1
SETD7	488
KRT26	0
UST	263
KCNK7	4
CERT1	599
LRWD1	870
TRAF6	227
ZSWIM2	0
BUD31	804
ZEB2	1534
AMMECR1	695
ZNF511	503
TBC1D22B	395
GHET1	15
C20orf197	118
MHRT	0
MGAT3-AS1	0
BBIP1	174
PLEC	771
EXOSC9	980
POLR2K	1474
VNN2	3
KDM1A	4053
ADNP2	591
GTF2H2C_2	0
RPLP2	15286
ZNF704	1
ESYT2	2543
STXBP6	3
MIR7107	1
MIR548AQ	1
C2CD5	871
AP2M1	7342
TXNDC2	0
RFPL2	4
ADAP1	854
SHISA5	2374
LOC100506691	101
LRRC43	9
SPATA45	1
PSMB9	0
LOC101593348	10
FDFT1	9865
IGDCC4	1
TTC39A	4
PRR23D1	0
GSTZ1	355
ICOSLG	317
SLC6A7	0
CLIP1-AS1	1
AFF2	438
SERTAD1	130
ABT1	1543
BCKDHA	2828
LMBRD1	468
NAAA	377
CCDC114	29
COPS2	2318
MECP2	1061
SLC4A4	2
PRKCSH	4958
PMF1-BGLAP	1
SLC35A5	417
ZBTB22	0
MED18	471
CCN3	90
STIM1	606
MIR4304	0
PITPNM2-AS1	0
LOX	7
COLEC11	2
SLC49A4	71
LRP11	734
MIR8072	0
LOC102724720	50
LOC646588	19
TDRD10	0
FBXO17	0
HSPE1-MOB4	0
MIR3908	0
NFKBIB	1195
SNORA9B	2
KCNJ11	41
MFNG	2670
CHD4	6967
NHLH2	0
SLURP2	0
TIPARP	228
CDC73	360
RAVER1	2197
IGLL1	1
ACRV1	13
CNOT7	1678
CNRIP1	0
UNC80	0
DNAAF4	3
MIR6880	0
MIR5188	0
CDH10	1
LRBA	613
TMEM132B	2
LINC00939	0
LINC02359	0
LINC02350	0
LINC02347	0
LOC100996671	0
LINC00944	0
LINC00943	0
LINC02372	0
LINC02405	0
LINC02376	0
LINC02375	1
LINC02411	0
LOC105370068	0
LINC02393	0
LINC00508	0
LINC00507	0
LINC02441	0
LINC02369	0
LINC02368	0
MIR3612	0
LOC100128276	0
JKAMP	409
LY75	1
LINC00310	2
TMEM132D-AS2	0
LINC02419	0
FZD10-AS1	0
LRSAM1	209
TSPAN16	3
TNK2	842
PPP1R7	1585
ZNF100	220
ZNF257	0
TPTE2	7
F13B	0
ADSS2	909
PDE2A	3
ADGRD1-AS1	0
LINC01257	0
LINC02415	0
LINC02370	0
LINC02414	0
PPFIA4	39
GATM	7
LNPEP	579
SNORA49	1
EP400P1	101
TMEM109	1875
LINC02361	40
ASF1A	1107
LOC100130238	0
LOC101928416	1
MIR6763	0
ZAR1L	0
LMO2	2418
ETFA	4691
FLAD1	675
SLC35A3	360
POU6F1	120
TMED8	308
GBP4	0
KIF26A	1
SLC30A10	0
SGPP1	0
GNRHR	0
GM2A	619
SCAMP3	877
ULK2	0
ANG	5
AMFR	824
LOC101928530	0
ADGRG4	0
HDAC7	944
LINC00458	0
AKAP8L	1489
MCOLN3	0
PYCARD	1105
PGM2	2165
NTHL1	927
LINC00417	17
ANKRD20A9P	34
LINC00408	16
LINC00442	0
LOC107984132	0
UMAD1	245
LOC101928697	0
ANKRD26P3	0
LINC00421	0
RASD1	4
UBE2D4	250
LINC00350	0
RNA18SN5	0
PRCD	1
HSPA1A	0
TNFSF13	61
PTPRR	4
IARS1	2773
CCDC51	556
C10orf67	0
RALY	4877
KDELR3	2
NNAT	1
LDHAL6A	0
LINC01072	0
UGT2B15	0
TOX3	0
MIR4499	0
ZSCAN32	168
RFC3	916
RPSA	16116
LGALS1	9658
PPP2R1B	969
SMIM18	0
ASPM	317
SERPINA3	0
NUGGC	0
GPR137	485
CLCN2	378
VPS72	980
AKNA	610
AQP3	6
WIPI1	142
OR2A7	0
OR6M1	0
TMEM250	969
HTR4	1
EEF1AKMT1	345
LINC00367	0
ATP2A2	3218
FGF6	0
LINC01046	0
MIPEPP3	14
LINC00539	86
GRK6P1	3
NINL	74
CEP250	437
RBM28	899
LINC00424	0
LINC00540	0
LINC00621	0
BASP1P1	0
LOC107986453	0
SACS-AS1	0
LINC00327	5
MRPS36	542
PIAS1	801
RDH11	1884
SLC6A12	76
FNDC8	2
MOGS	1428
PCOTH	1
ANKRD20A19P	0
AKR1C3	314
STRAP	5050
MIR2276	0
SPATA13-AS1	0
ZNF350	1
LINC00566	0
TPTE2P6	0
MTRNR2L8	3
MTRNR2L7	1
MTRNR2L6	0
ZKSCAN8	340
PRPF40A	2674
TPTE2P1	0
LINC00463	0
LINC01053	0
CA4	2
DRD3	0
CNTNAP3	0
OR1A1	0
TRPM5	1
TRIP4	296
CELF5	2
MIIP	1077
H1-4	267
H1-3	84
H1-2	689
H1-0	6544
LSM8	1079
LINC00415	1
AQP10	0
SELENOM	5
TRAF3	491
TMEM87A	967
USP12-AS1	0
USP12-AS2	5
LINC00412	6
SNORD102	10
SNORA27	16
ELMO1	1028
MXI1	221
PLUT	0
LINC00543	0
THSD7B	1
COPS7B	653
RNF149	469
SLC25A41	15
PAN3-AS1	59
OVOL1	3
YBX1	32038
ROR2	1
IFI27L2	893
RNF187	2549
MTUS2-AS1	2
LOC102723345	0
SENP6	1038
LINC00297	0
LINC00572	0
LINC00365	0
LINC00384	0
LINC00426	40
LINC01058	1
MLLT1	2160
CACNA2D2	12
RASA2	347
LINC00398	4
LINC00545	0
TEX26-AS1	0
NUP133	753
DNAJC17	552
TRIM47	1
PRKAG1	1134
PCDH9	0
FARP1	121
ZNF268	144
YIPF2	815
CA1	0
DCAF17	144
API5	1772
PSAP	6104
EEF1DP3	0
FRY-AS1	2
ERMARD	383
MLLT11	11
TOMM34	762
PHETA1	163
KIDINS220	770
LAMP2	2424
CD44	2712
TRAF2	586
MICOS10P1	2
N4BP2L2-IT2	29
ITCH	492
MIR136	0
MIR134	0
MIR188	0
NDUFV2	3592
SLAMF9	0
MAP3K12	116
CDK12	316
STARD13-AS	0
LINC02344	0
LINC02343	0
LINC00457	0
SH3KBP1	3712
ZNF576	317
LINC00445	0
EXOSC1	877
MYH9	10336
LRRC10B	13
TIRAP	90
MCM8	1303
SPART-AS1	4
FBXW7	192
TTLL9	0
HGC6.3	0
INSYN2B	1
RPGRIP1L	66
GNL3L	1820
MAGEL2	1
FMN2	0
TREM2	15
BARHL1	0
OPN1LW	0
GNMT	4
TSKU	216
IRF6	0
GZMA	0
LINC01048	0
LINC00547	0
NRDC	2609
STT3A	2240
BOLA1	0
LINC00571	0
LINC00437	0
LINC00366	0
FREM2-AS1	0
NPHP1	1
HAUS6	846
PROSER1	450
TSTA3	1308
NHLRC3	144
C2orf69	270
IKBIP	400
MIR4305	0
LINC00332	0
LINC00548	0
LINC00598	0
CRYZL2P-SEC16B	0
TPTE2P5	25
MIR621	0
SUGT1P3	2
CHMP6	446
MIR3168	0
LOC101929140	3
CHRFAM7A	23
SLC13A5	0
COPS3	1385
OR7E37P	0
FKBP7	160
DAPK2	13
MIR5006	0
LEMD1	0
ITGB2	11081
VWA8-AS1	0
FOXA1	0
HSF2	389
B4GALNT2	0
VARS1	0
TMEM216	175
LINC02341	0
LINC01050	0
LINC00428	0
LINC00400	0
DUSP3	838
GBGT1	320
RALGDS	339
TLCD3A	376
ENOX1-AS2	0
CCDC122	12
TGFB1I1	29
PYGM	9
FGF13	5
TCF21	0
LINC00390	1
SMIM2-AS1	4
SMIM2-IT1	0
MIR8079	0
SERP2	0
NKX2-6	1
LCA5	4
TSC22D1-AS1	9
LINC00407	0
LINC00330	0
LOC101929259	0
C9orf72	300
PIK3CB	617
SNORA31B	0
SNORA31	2
VSX1	0
C3orf36	0
SLC25A30	355
SLC25A30-AS1	2
RNF135	476
C19orf25	471
ZNF560	0
LINC01055	0
MAFK	573
KLF15	76
STK24	1104
FAHD2B	247
RIC8A	1388
ZNF70	112
SPCS3	2052
SCT	1
WDR61	1520
CPB2-AS1	26
ZNF813	3
FEZ2	430
LTN1	562
LINC00563	3
OPHN1	43
TSC22D1	261
ERCC1	1100
NSDHL	1043
GALNT11	402
IFI35	17
LINC01198	0
LOC112268117	0
KRTAP19-5	0
PTS	656
HTR2A-AS1	0
LINC00562	26
FAM136A	1578
MED4-AS1	0
TLX1	0
GPHB5	0
PIGM	177
PTN	0
RCBTB2	413
SLC6A17	0
C5orf24	555
ATP6V1C1	639
ATP6V0C	3391
ATP6V1B1	2
BAAT	1
AZU1	454
LINC00462	0
FGFBP2	0
LOC105370203	16
OBSCN	68
GFRA1	0
GPR19	23
GCFC2	286
PPP1R1A	0
CTIF	166
RRP8	370
FEM1B	1174
CRTC1	469
PSRC1	1055
ZNF581	525
FNIP1	407
RCBTB1	535
MRPL50	412
SMAD2	1363
EBPL	1490
CTAGE10P	0
CRPPA	15
ST13P4	235
MIR105-2	0
RNASEH2B-AS1	5
GOT1	1318
GUCY1B2	2
C13orf42	0
FAM124A	45
TCTN1	66
IFFO2	155
MIR5693	0
GTF3C4	545
GMFB	620
MCC	4
INTS6-AS1	36
MIR4703	0
DHRS12	74
CDRT1	0
STX6	336
SCAF8	685
RPP21	0
CNOT2	800
LOC101929657	5
PIP4P2	133
MRPL13	1350
FAM32A	1865
AFAP1	7
MRPS31P5	79
LINC02333	0
HSD11B1L	68
CKAP2	1744
TPTE2P3	0
BCAM	0
ZNF205	0
SEBOX	0
ACE2	1
MIR759	0
LINC01065	0
LINC00558	0
CLIC5	1
MIR5007	0
C12orf73	296
BAGE4	0
EVC2	0
SMIM13	249
C19orf71	88
ZNF155	19
RNF148	0
DHRS4L2	353
LINC02338	0
LINC00374	1
TOMM6	3973
OR1D5	0
TRAPPC2	412
KRT6B	0
PWWP3A	840
DIAPH3-AS1	0
DIAPH3-AS2	0
LINC00434	0
LINC00378	0
MIR3169	0
LINC02339	0
LINC00358	0
LINC01075	0
LINC01074	0
LINC00459	0
LINC00448	0
LINC00376	0
LINC00395	0
OR7E156P	0
LOC102723968	2
LINC00355	18
LINC01052	0
MIR548X2	0
MIR4704	0
PCDH9-AS2	0
PCDH9-AS3	0
PCDH9-AS4	0
LINC00364	0
LINC00550	0
LINC00383	29
IL4R	349
ATXN8OS	0
LINC00348	2
C10orf62	0
METTL21C	1
CD300LF	400
PAFAH1B1	1345
NVL	384
H3P6	1573
TLR2	250
LINC00392	0
RBM11	1
LINC00402	0
LOC100288208	0
LINC00381	0
LINC00347	0
CTAGE11P	1
LINC01078	0
PRICKLE1	646
ASIC3	167
COMMD6	1043
CCT2	8579
LMO7-AS1	0
ATP10B	0
PTGS1	824
CLIP4	0
MAGOH	2379
LMO7DN-IT1	0
LINC00561	1
BTF3P11	0
TGOLN2	2310
ITGA7	397
MKKS	1889
MYCBP2-AS1	0
SLC39A12	0
TMEM8B	46
TMCO1	1338
NPAT	223
SCEL-AS1	0
HMCN2	0
MIR3665	0
ATAD2B	195
PNN	3222
EDNRB-AS1	7
LINC01069	0
LINC00446	0
LOC780529	20
ADCYAP1	0
LINC00331	0
RBM26	810
RBM26-AS1	33
NDFIP2-AS1	0
NDFIP2	27
LINC01068	0
LINC01038	0
LINC00382	0
LINC01080	0
MINK1	510
LINC00377	0
LINC00564	0
LINC00333	0
SNORA107	0
LINC00375	0
LINC00351	0
LINC00430	0
MIR4500HG	21
MIR4500	0
LINC00397	9
LINC00373	0
LINC00433	0
LINC00560	0
LINC01047	0
LINC00440	0
LINC01040	0
LINC00353	0
LINC00559	0
LINC01049	0
LINC00410	0
LINC00380	0
LINC00379	6
GPC5-AS2	0
MIR548AS	0
GPC5-AS1	0
LINC00363	0
GPC6-AS2	0
GPC6-AS1	0
SPATA22	0
DEFB116	0
DEFB115	0
KCNIP2	27
FBXO6	266
CXCL6	1
BBS10	127
NARS2	759
PHF14	2395
RNF123	458
C6orf62	2561
LOC101927248	0
MIR105-1	0
LOC101927284	0
LINC00557	0
CDC7	1027
P3H2	0
SNORD13G	0
CLDN10-AS1	0
FSD2	40
ABTB1	233
DNAJC3-DT	64
ZNF275	202
TIMELESS	1022
MIR4501	0
LINC00359	0
LINC00456	0
MARK2	1168
CYP2U1	1
OLIG3	0
MIR3170	0
STK24-AS1	7
DNAH3	3
ENPP7	0
GLI1	22
RHOBTB2	502
GSR	1500
ZNF319	100
GPHN	147
PSMA3	2176
MASTL	637
KLHL14	0
PACSIN1	5
CEP126	0
IAH1	246
MIS12	262
ZNF497	40
DOCK9-AS1	1
MYO18A	805
DCSTAMP	0
SLC39A10	771
DOCK9-DT	0
UBAC2-AS1	69
GFY	0
MFSD12	1252
FKSG29	2
LINC01232	9
LINC00449	4
LINC01039	1
CEP104	351
PAIP2	2365
CLYBL-AS2	1
CLYBL-AS1	1
LOC101927437	0
LINC00554	0
DGKH	158
ZNF43	0
LTA4H	1237
MARK4	631
KLHL7	589
PLB1	53
KRTAP20-1	0
ZNF396	5
KRTAP19-2	0
KRTAP7-1	0
KRTAP6-3	0
KCNH2	73
ANO6	2548
PER3P1	0
MIR219A1	2
MIR218-2	0
MIR218-1	0
MIR490	0
MIR487A	0
MIR486-1	0
MIR484	0
MIR410	0
ECI2	846
MIR873	0
UBE2L3	2932
PCCA-AS1	1
GGACT	155
SH3GLB1	1117
TBCA	5348
ICAM1	217
ITSN1	459
RTP3	0
CENPI	188
THAP2	122
NALCN-AS1	0
LINC00411	0
NR1H3	131
SPEGNB	4
DUSP9	1
TNFAIP8	1037
STOML2	2527
DPYSL5	0
ZIM2	0
CD6	2
RPS10	168
ATP6V1G2	0
IFT74	203
C12orf75	267
CFP	127
IKBKG	89
HTN3	0
MIR2681	0
MIR4705	0
FGF14-IT1	0
FGF14-AS1	0
FGF14-AS2	0
RAD54L2	665
APOE	89
ZNF765	66
GTF2A1L	0
LACTB2	406
BIVM-ERCC5	0
TTK	969
METTL21EP	2
DAOA-AS1	0
UROC1	184
NPC1L1	1
GCDH	1274
LINC00343	0
KRTAP19-7	0
LINC00551	1
LINC00443	0
SNORD31B	0
MIR1267	0
FAM155A-IT1	0
XAGE3	0
MYO16-AS1	7
LINC00399	1
LINC00676	4
LINC00396	0
LOC105370361	0
CDHR5	2
SCN5A	17
DDHD1	312
MIR8073	0
COL4A2-AS1	0
MERTK	4
ATG4B	1016
GSX2	0
SHANK2	0
H1-8	0
TSKS	0
BTN2A2	197
KLHDC3	3705
SLC16A5	77
LINC00567	0
LOC105375131	0
LINC00431	0
LINC00368	0
ARHGEF7-AS2	0
SOD2	2080
ABCF1	0
KIR2DS4	0
LRRC40	688
EPHA2	0
BACH1	544
EGR3	3
EFNA1	1
LGR5	10
ARHGEF7-AS1	0
LOC101060553	1
ZNF600	0
TMCO2	2
ZNF121	745
NOXO1	0
PSMA1	3310
AMDHD2	375
REM2	4
TEX29	0
LINC02337	0
LINC00354	0
SOX1-OT	0
LOC100506016	0
LINC01070	0
LOC101928730	0
LINC01043	0
LINC01044	0
LMAN2	4682
ERN1	82
DRAP1	3589
GIMAP8	37
C16orf74	428
C5orf46	4
ATP11A-AS1	0
MCF2L-AS1	0
AKR1D1	0
EIF3K	6983
WASHC3	192
POLR2H	2769
SPDYA	7
OCIAD2	0
CYP11B1	0
CEPT1	460
ZNF157	0
RAB3IP	413
F10-AS1	0
REEP2	1
CBR1	0
ING1	699
ICAM5	25
ST6GALNAC6	206
GRID2	0
GABRA2	2
ST6GALNAC3	181
MIR8075	3
GRTP1	16
GOLGA5	257
GRTP1-AS1	0
KLRC1	0
DMRT1	0
EGLN1	509
U2AF2	8323
PPP4R3A	811
MILR1	70
CARHSP1	781
LINC00552	0
LRRN4	1
LINC00454	0
ESF1	651
LINC00565	9
NDUFC2-KCTD14	0
TPD52L1	0
METAP2	4181
ALDH3B1	227
RCN2	1797
MIR548AR	2
MIR4502	0
PSMB2	5941
SNHG3	3409
DBF4	877
JAKMIP2	621
LINC01054	1
LINC02297	0
TRMT11	463
POTEG	0
LOC101929572	0
POTEH-AS1	0
BMS1P18	0
BMS1P17	0
BMS1P22	18
ARTN	30
LOC100508046	0
OR4K3	0
OR4Q2	0
OR11H7	5
ABCC9	1
LXN	52
SNORA79B	5
SNORD126	0
RPPH1	779
GRXCR1	0
PRDM8	268
CCNK	92
THBS1	1
ZNF706	1715
TMOD2	528
BGN	0
PJA2	954
PIP4P1	584
LOC254028	0
RXRG	0
EHD4	393
ECRP	160
AXIN2	62
ZNF492	0
LOC101929718	14
ARHGAP25	332
TBC1D17	211
TENT5C	243
GPR182	7
BSPRY	346
CLEC2A	872
QPCTL	1141
POLE4	1511
RDH14	60
UVSSA	159
ASAH2	0
USP29	0
HRH3	0
GPR45	0
NXPH2	1
CD7	1
CAPZA2	1690
WASHC4	364
MIR6717	0
ADAMTS20	9
